,Den,Bitcoin: (Celosvětově)
915,2021-07-01,47.95312500000001
916,2021-07-02,43.59375000000001
917,2021-07-03,41.4140625
918,2021-07-04,45.77343750000001
919,2021-07-05,43.59375000000001
920,2021-07-06,43.59375000000001
921,2021-07-07,37.05468750000001
922,2021-07-08,43.59375000000001
923,2021-07-09,41.4140625
924,2021-07-10,37.05468750000001
925,2021-07-11,37.05468750000001
926,2021-07-12,39.23437500000001
927,2021-07-13,39.23437500000001
928,2021-07-14,39.23437500000001
929,2021-07-15,41.4140625
930,2021-07-16,41.4140625
931,2021-07-17,39.23437500000001
932,2021-07-18,37.05468750000001
933,2021-07-19,43.59375000000001
934,2021-07-20,56.67187500000001
935,2021-07-21,52.312500000000014
936,2021-07-22,47.95312500000001
937,2021-07-23,41.4140625
938,2021-07-24,43.59375000000001
939,2021-07-25,43.59375000000001
940,2021-07-26,78.46875000000001
941,2021-07-27,56.67187500000001
942,2021-07-28,52.312500000000014
943,2021-07-29,47.95312500000001
944,2021-07-30,43.59375000000001
945,2021-07-31,47.95312500000001
946,2021-08-01,44.370761115297654
947,2021-08-02,46.58929917106254
948,2021-08-03,42.15222305953277
949,2021-08-04,39.93368500376789
950,2021-08-05,42.15222305953277
951,2021-08-06,46.58929917106254
952,2021-08-07,51.026375282592305
953,2021-08-08,53.24491333835719
954,2021-08-09,55.46345139412207
955,2021-08-10,53.24491333835719
956,2021-08-11,53.24491333835719
957,2021-08-12,48.807837226827424
958,2021-08-13,48.807837226827424
959,2021-08-14,48.807837226827424
960,2021-08-15,46.58929917106254
961,2021-08-16,46.58929917106254
962,2021-08-17,44.370761115297654
963,2021-08-18,44.370761115297654
964,2021-08-19,44.370761115297654
965,2021-08-20,48.807837226827424
966,2021-08-21,48.807837226827424
967,2021-08-22,44.370761115297654
968,2021-08-23,57.681989449886956
969,2021-08-24,48.807837226827424
970,2021-08-25,46.58929917106254
971,2021-08-26,44.370761115297654
972,2021-08-27,42.15222305953277
973,2021-08-28,39.93368500376789
974,2021-08-28,37.9370007535795
975,2021-08-29,35.9403165033911
976,2021-08-30,37.9370007535795
977,2021-08-31,37.9370007535795
978,2021-09-01,35.8860759493671
979,2021-09-02,39.873417721519
980,2021-09-03,37.87974683544304
981,2021-09-04,35.8860759493671
982,2021-09-05,37.87974683544304
983,2021-09-06,43.8607594936709
984,2021-09-07,71.7721518987342
985,2021-09-08,65.79113924050634
986,2021-09-09,47.84810126582279
987,2021-09-10,43.8607594936709
988,2021-09-11,37.87974683544304
989,2021-09-12,37.87974683544304
990,2021-09-13,39.873417721519
991,2021-09-14,37.87974683544304
992,2021-09-15,35.8860759493671
993,2021-09-16,35.8860759493671
994,2021-09-17,35.8860759493671
995,2021-09-18,33.89240506329115
996,2021-09-19,31.898734177215196
997,2021-09-20,49.841772151898745
998,2021-09-21,49.841772151898745
999,2021-09-22,45.854430379746844
1000,2021-09-23,37.87974683544304
1001,2021-09-24,57.81645569620254
1002,2021-09-25,43.8607594936709
1003,2021-09-26,35.8860759493671
1004,2021-09-27,37.87974683544304
1005,2021-09-28,39.873417721519
1006,2021-09-29,37.87974683544304
1007,2021-09-30,35.8860759493671
1008,2021-10-01,45.466666666666676
1009,2021-10-02,41.33333333333334
1010,2021-10-03,39.26666666666667
1011,2021-10-04,41.33333333333334
1012,2021-10-05,47.53333333333334
1013,2021-10-06,59.93333333333334
1014,2021-10-07,55.80000000000001
1015,2021-10-08,45.466666666666676
1016,2021-10-09,43.400000000000006
1017,2021-10-10,43.400000000000006
1018,2021-10-11,51.66666666666667
1019,2021-10-12,53.73333333333334
1020,2021-10-13,45.466666666666676
1021,2021-10-14,49.6
1022,2021-10-15,66.13333333333334
1023,2021-10-16,62.00000000000001
1024,2021-10-17,49.6
1025,2021-10-18,55.80000000000001
1026,2021-10-19,66.13333333333334
1027,2021-10-20,86.80000000000001
1028,2021-10-21,76.46666666666667
